family,lang,book,pass,size,sha16,words,sem_base,sem_salad,sem_neutral,d_salad_per100,d_neutral_per100,net_per100
maitres,fr,flaubert_bovary_14155,0,150,6a4f9d6f9ffa32e9,150,7.5,63.6,10.3,215.67,9.58,206.09
maitres,fr,flaubert_bovary_14155,0,300,b9b98bb2b80e44f0,300,10.8,42.2,12,120.8,4.19,116.61
maitres,fr,flaubert_bovary_14155,0,600,f22c56d22b6175e4,600,11.6,28,12.8,31.52,1.98,29.55
maitres,fr,flaubert_bovary_14155,0,1200,43a594987f6bc63c,1200,13.7,30,14.5,15.66,0.85,14.81
maitres,fr,flaubert_bovary_14155,0,2400,179a365a4465d9e2,2400,15.4,29.7,16.1,7.85,0.36,7.5
maitres,fr,flaubert_bovary_14155,1,150,455a31182ec622a7,150,35.8,83.6,36.5,183.77,2.18,181.59
maitres,fr,flaubert_bovary_14155,1,300,0dbcc76b388f2ac8,300,30.8,63.5,31.6,125.79,2.71,123.09
maitres,fr,flaubert_bovary_14155,1,600,73fef11c9e4614d5,600,29.2,45.5,30.1,31.38,1.61,29.77
maitres,fr,flaubert_bovary_14155,1,1200,69404129d25df540,1200,27.9,44.3,28.7,15.8,0.92,14.88
maitres,fr,flaubert_bovary_14155,1,2400,3e367981c067b3d6,2400,28.7,43.2,29.6,7.94,0.42,7.52
maitres,fr,flaubert_bovary_14155,-1,-1,782c21b85524d7d7,4000,31.1,45.8,31.8,4.7,0.2,4.5
maitres,fr,hugo_miserables_17489,0,150,bcb5bb9d756e1da8,150,38.9,80.9,39.1,161.52,0.44,161.09
maitres,fr,hugo_miserables_17489,0,300,1878575e255a0761,300,25.8,60.3,26.5,132.94,2.71,130.24
maitres,fr,hugo_miserables_17489,0,600,f1b388ca7d264f3f,600,31.6,47.5,32.3,30.72,1.23,29.49
maitres,fr,hugo_miserables_17489,0,1200,770010dc8246dd17,1200,29.5,45.8,30.2,15.6,0.79,14.81
maitres,fr,hugo_miserables_17489,0,2400,587bdd0f2ebffbd9,2400,31.6,45.9,32.3,7.81,0.31,7.5
maitres,fr,hugo_miserables_17489,1,150,9e7acab16a4a36b0,150,14.2,59.4,15.9,174.1,5.91,168.19
maitres,fr,hugo_miserables_17489,1,300,c3ece71e2a2dc19b,300,23.3,51.6,26.2,108.88,9.81,99.07
maitres,fr,hugo_miserables_17489,1,600,f131dde227d65707,600,21.7,37.8,22.4,31.04,1.23,29.81
maitres,fr,hugo_miserables_17489,1,1200,26eaaf9ee5f9d417,1200,22.1,38.2,22.6,15.49,0.6,14.89
maitres,fr,hugo_miserables_17489,1,2400,0bb7a1329024ff66,2400,21.3,35.5,21.9,7.85,0.33,7.53
maitres,fr,hugo_miserables_17489,-1,-1,b0b11275ece05bc8,4000,12.6,27.5,13.5,4.78,0.28,4.5
maitres,fr,proust_swann_2650,0,150,fac375b39e3e98d9,150,20,82.3,18.7,239.51,-4.58,244.09
maitres,fr,proust_swann_2650,0,300,df3674d8a81f91e0,300,29.2,65.5,25.1,139.77,-14.03,153.79
maitres,fr,proust_swann_2650,0,600,2758ed1a876961a6,600,30.8,47,31.6,31.17,1.35,29.81
maitres,fr,proust_swann_2650,0,1200,97168e8087413062,1200,31.7,47.8,32.2,15.52,0.63,14.89
maitres,fr,proust_swann_2650,0,2400,b047a5737920e3ce,2400,32.1,46.3,32.7,7.82,0.29,7.53
maitres,fr,proust_swann_2650,1,150,56a22b62feaa7ea4,150,5.8,76.6,5.6,272.14,-0.85,273
maitres,fr,proust_swann_2650,1,300,06c557ea32cc1247,300,16.7,45.1,12.2,109.39,-15.55,124.93
maitres,fr,proust_swann_2650,1,600,823a989ddadb110e,600,13.3,29.7,14.3,31.55,1.73,29.82
maitres,fr,proust_swann_2650,1,1200,467e04e3f32b566d,1200,13.3,29.7,14.1,15.76,0.89,14.88
maitres,fr,proust_swann_2650,1,2400,fdf944389529990c,2400,13.3,27.8,14.2,7.95,0.44,7.52
maitres,fr,proust_swann_2650,-1,-1,124fb8a04bfa3c55,4000,23.9,38.7,24.7,4.75,0.25,4.49
maitres,fr,zola_bete_10007,0,150,c3c6b3f472e6bf80,150,7.5,48.6,7.8,157.97,0.96,157.02
maitres,fr,zola_bete_10007,0,300,b34788890da1ff11,300,12.4,36.1,13.5,91.09,3.68,87.4
maitres,fr,zola_bete_10007,0,600,223695b670a215d9,600,14.8,30.8,15.7,30.71,1.48,29.23
maitres,fr,zola_bete_10007,0,1200,d239886c04bc1165,1200,13.2,29.4,14,15.56,0.88,14.67
maitres,fr,zola_bete_10007,0,2400,7bd6366f27fbd310,2400,12.4,26.7,13.4,7.87,0.47,7.4
maitres,fr,zola_bete_10007,1,150,9000c8bfbc0c871d,150,10,53.2,10.2,166.25,0.85,165.4
maitres,fr,zola_bete_10007,1,300,de6055a81fe332b6,300,14.2,40.7,15.5,102.26,4.7,97.56
maitres,fr,zola_bete_10007,1,600,a5a7ce1ac0694466,600,18.3,34.6,19.3,31.32,1.73,29.59
maitres,fr,zola_bete_10007,1,1200,2c0418624532602e,1200,18.2,34.4,19,15.52,0.88,14.64
maitres,fr,zola_bete_10007,1,2400,c0d1e2136b32763a,2400,17.2,31.6,18.2,7.91,0.47,7.43
maitres,fr,zola_bete_10007,-1,-1,b8fd5557fedb851e,4000,23.9,38.7,24.7,4.72,0.25,4.47
maitres,fr,maupassant_bel_ami_3088,0,150,dcb9087536d722a9,150,10,53.6,10.3,167.59,0.96,166.63
maitres,fr,maupassant_bel_ami_3088,0,300,e60394175f083ab1,300,7.5,34.1,9,102.37,5.16,97.21
maitres,fr,maupassant_bel_ami_3088,0,600,335fb8f312ee9731,600,10,26.4,11.2,31.54,2.21,29.33
maitres,fr,maupassant_bel_ami_3088,0,1200,a05faa95831a5805,1200,9.1,25.7,10.2,15.91,1.2,14.72
maitres,fr,maupassant_bel_ami_3088,0,2400,4fc63f085bae02e7,2400,10.8,25.4,11.9,8,0.53,7.47
maitres,fr,maupassant_bel_ami_3088,1,150,199e64ab59062b40,150,7.5,53.2,10.2,175.87,9.47,166.4
maitres,fr,maupassant_bel_ami_3088,1,300,613ccaf722b38cdf,300,14.1,45.2,20,119.8,20.44,99.36
maitres,fr,maupassant_bel_ami_3088,1,600,f4e4812d978c3625,600,30.8,46.8,31.5,30.89,1.35,29.54
maitres,fr,maupassant_bel_ami_3088,1,1200,d03061a49d5300fa,1200,31.2,47.3,31.8,15.47,0.66,14.81
maitres,fr,maupassant_bel_ami_3088,1,2400,32beb1a74708e555,2400,32.9,47,33.4,7.76,0.26,7.49
maitres,fr,maupassant_bel_ami_3088,-1,-1,2e0d88fb32e0558c,4000,43,57.5,43.5,4.62,0.15,4.47
maitres,en,dickens_two_cities_98,0,150,d327cc8061051827,150,5,75.3,0,260.32,-15.63,275.95
maitres,en,dickens_two_cities_98,0,300,60ffbfa886ae16e8,300,5,32.9,5,103.37,0,103.37
maitres,en,dickens_two_cities_98,0,600,db372a8976478a79,600,10,27.8,9.7,33.1,-0.36,33.46
maitres,en,dickens_two_cities_98,0,1200,d7b0774bd71d01a3,1200,10.4,28.2,10.2,16.53,-0.22,16.75
maitres,en,dickens_two_cities_98,0,2400,d98345f50bf676cc,2400,10.2,26,10,8.35,-0.1,8.46
maitres,en,dickens_two_cities_98,1,150,a3d31f8ce5f5c116,150,5,76.4,5,264.44,0,264.44
maitres,en,dickens_two_cities_98,1,300,e2610127d72f30d4,300,22.2,49.4,21.3,100.46,-2.86,103.33
maitres,en,dickens_two_cities_98,1,600,b0ab6737a0772862,600,32.4,49.7,31.4,32.08,-1.47,33.55
maitres,en,dickens_two_cities_98,1,1200,d139333393ef9836,1200,31.5,48.8,30.8,16.03,-0.68,16.71
maitres,en,dickens_two_cities_98,1,2400,3875899f3e0b2b3a,2400,29.7,45.1,29.1,8.17,-0.27,8.44
maitres,en,dickens_two_cities_98,-1,-1,c7853ede4ce31dd8,4000,21.6,37.4,20.9,4.89,-0.21,5.1
maitres,en,austen_pride_1342,0,150,603ad3ba75571062,150,8.3,59,7.7,187.8,-1.81,189.61
maitres,en,austen_pride_1342,0,300,de895889a3aa3823,300,6.7,32.3,6.5,94.82,-0.5,95.31
maitres,en,austen_pride_1342,0,600,34d7356dfe198333,600,6.6,24.6,6.5,33.27,-0.24,33.51
maitres,en,austen_pride_1342,0,1200,346f3b517af358a7,1200,6.6,24.7,6.5,16.67,-0.13,16.8
maitres,en,austen_pride_1342,0,2400,8f20de1de0d0f010,2400,6.2,22.2,6.1,8.46,-0.05,8.5
maitres,en,austen_pride_1342,1,150,637cb0f7bb63655d,150,7.5,56,7.5,179.7,0,179.7
maitres,en,austen_pride_1342,1,300,0fefd5614f6d8481,300,9.1,32,9,84.76,-0.48,85.24
maitres,en,austen_pride_1342,1,600,aee7545eda6fc845,600,8.3,26.2,8.2,33.1,-0.12,33.22
maitres,en,austen_pride_1342,1,1200,d6e29e2b141f15e8,1200,10,27.8,9.8,16.5,-0.19,16.69
maitres,en,austen_pride_1342,1,2400,015def73befe055b,2400,10.6,26.4,10.4,8.38,-0.12,8.5
maitres,en,austen_pride_1342,-1,-1,bf080d950b808126,4000,9.8,26,9.7,5,-0.05,5.06
maitres,en,melville_moby_2701,0,150,e26dc9fadde46ccf,150,6.7,80.5,13,273.63,19.77,253.86
maitres,en,melville_moby_2701,0,300,42d01dc777babf1b,300,5,45.4,9.5,149.76,14.12,135.64
maitres,en,melville_moby_2701,0,600,d874b5719306616f,600,11.7,29.7,11.3,33.34,-0.63,33.97
maitres,en,melville_moby_2701,0,1200,e1753080e7598fba,1200,10,28.1,9.8,16.8,-0.19,16.99
maitres,en,melville_moby_2701,0,2400,14f1f042f5365c28,2400,10,26,9.8,8.47,-0.1,8.57
maitres,en,melville_moby_2701,1,150,f4714839cbe13946,150,15.8,59.2,10.2,160.7,-17.46,178.16
maitres,en,melville_moby_2701,1,300,a94e9d6abbe12e31,300,12.5,45.4,12,121.98,-1.51,123.49
maitres,en,melville_moby_2701,1,600,ef45f0c776ef6487,600,20.8,38.8,20.5,33.37,-0.5,33.87
maitres,en,melville_moby_2701,1,1200,61bf6026b469e65e,1200,22.1,40,21.7,16.61,-0.35,16.97
maitres,en,melville_moby_2701,1,2400,b6e48910b0e4e3c8,2400,20.6,36.6,20.4,8.46,-0.12,8.58
maitres,en,melville_moby_2701,-1,-1,1df5a2951e7e467e,4000,27.5,43.7,27.1,5,-0.11,5.11
maitres,en,bronte_e_wuthering_768,0,150,4d6f8d841c9a0f72,150,42.1,82,30.5,147.66,-36.36,184.02
maitres,en,bronte_e_wuthering_768,0,300,3b0636ee82f3b0f0,300,40.6,66.4,29.9,95.58,-33.65,129.23
maitres,en,bronte_e_wuthering_768,0,600,760acd5e629ab70a,600,39.1,56.7,38.5,32.62,-0.98,33.6
maitres,en,bronte_e_wuthering_768,0,1200,dc7f49e0f4925b0d,1200,38.3,55.9,37.8,16.36,-0.44,16.8
maitres,en,bronte_e_wuthering_768,0,2400,e7869f156f6d6dd2,2400,38,53.6,37.6,8.25,-0.21,8.46
maitres,en,bronte_e_wuthering_768,1,150,5c9f93dd32e36d17,150,14.1,71.6,12.9,213.06,-3.58,216.64
maitres,en,bronte_e_wuthering_768,1,300,9ec2bf5be874c3ea,300,14.1,39.1,13.4,92.74,-1.95,94.68
maitres,en,bronte_e_wuthering_768,1,600,55381e8843513f22,600,16.6,34.3,16.2,32.8,-0.61,33.41
maitres,en,bronte_e_wuthering_768,1,1200,1e49e97d4de22f3d,1200,15.4,33.1,15.1,16.43,-0.22,16.65
maitres,en,bronte_e_wuthering_768,1,2400,56a69a558cde4be6,2400,14.9,30.7,14.8,8.33,-0.09,8.42
maitres,en,bronte_e_wuthering_768,-1,-1,3af42a6d2b6cd31f,4000,17.1,33.3,16.8,5,-0.11,5.11
maitres,en,george_eliot_middlemarch,0,150,43d673696698ef13,150,7.5,46.4,5,144.07,-7.81,151.88
maitres,en,george_eliot_middlemarch,0,300,584a87079da9d813,300,7.5,40.7,7.5,123.1,0,123.1
maitres,en,george_eliot_middlemarch,0,600,63a3a9c7482bbba8,600,9.2,27.3,9,33.57,-0.25,33.82
maitres,en,george_eliot_middlemarch,0,1200,b09d3bf38d34e33f,1200,10,27.9,9.8,16.6,-0.19,16.79
maitres,en,george_eliot_middlemarch,0,2400,b0fbe7e4fb57d6f8,2400,9.8,25.6,9.6,8.39,-0.09,8.48
maitres,en,george_eliot_middlemarch,1,150,ed548e9153f000fa,150,0,75.6,0,280.18,0,280.18
maitres,en,george_eliot_middlemarch,1,300,7b7fae2ca5eee9d9,300,12.4,35,11.9,83.59,-1.44,85.03
maitres,en,george_eliot_middlemarch,1,600,7401a99a6d84a18e,600,7.5,25.4,7.2,33.2,-0.37,33.56
maitres,en,george_eliot_middlemarch,1,1200,5e5d2567178fbc41,1200,7.5,25.5,7.3,16.67,-0.19,16.86
maitres,en,george_eliot_middlemarch,1,2400,d6256b420e1478c2,2400,8.7,24.5,8.4,8.37,-0.14,8.51
maitres,en,george_eliot_middlemarch,-1,-1,7ad5f6bcccd44b64,4000,11.1,27.3,10.8,4.99,-0.08,5.08
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,0,150,429905e23b426991,150,10.9,57.4,13.2,178.69,7.9,170.79
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,0,300,a0318f57b8f10539,300,19.3,45.9,20.2,102.25,3.23,99.02
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,0,600,d5dc80983e6f828a,600,25.1,41.5,25.9,31.62,1.48,30.14
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,0,1200,0c241429931259d6,1200,25.1,41.7,25.8,15.9,0.76,15.15
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,0,2400,96f03f327692a84f,2400,24.8,39.5,25.5,8.09,0.39,7.7
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,1,150,9a7a940a68fe9ab7,150,14.2,59.6,15.9,174.74,5.92,168.82
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,1,300,301678603d220bc0,300,15.9,34.8,16.7,72.5,2.71,69.79
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,1,600,64e218b2cb784d19,600,19.3,35.5,19.8,31.01,0.83,30.18
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,1,1200,c783b8e794f95960,1200,18.2,34.5,18.6,15.73,0.52,15.21
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,1,2400,cb0dbbfa6d4ba31d,2400,18,32.5,18.5,7.97,0.27,7.7
bestsellers,fr,projet_derniere_chance_french_edition_andy_weir,-1,-1,3117e0870508caf4,4000,34.2,49,34.7,4.72,0.13,4.59
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,0,150,da4446bae584e69d,150,19.3,69.9,16,194.61,-11.32,205.93
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,0,300,9cb255e21b9367a8,300,12.6,34.3,13.7,83.55,3.75,79.79
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,0,600,cd9e514a7dc56e6f,600,10.9,27.7,12.1,32.32,2.13,30.19
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,0,1200,5f8b6474ade8f3d6,1200,11.3,28.1,12.2,16.12,1.06,15.06
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,0,2400,99cc807f12a4e004,2400,12.1,26.8,13.1,8.07,0.49,7.58
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,1,150,3924dc35f6a2be62,150,14.4,60.5,16.1,177.37,5.95,171.42
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,1,300,0cf9e67c4ea2411c,300,32.7,62.6,33.3,114.84,2.18,112.66
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,1,600,4ceefc25afe971bb,600,41.1,57.3,41.7,31.18,1.1,30.09
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,1,1200,fc2cb52d73214422,1200,44.9,60.8,45.1,15.29,0.26,15.02
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,1,2400,e62322ae4b1bd368,2400,43.4,57.6,43.8,7.78,0.19,7.59
bestsellers,fr,le_crime_du_paradis_french_edition_guillaume_musso,-1,-1,ecfe402783a433bc,4000,19.6,34.5,20.3,4.78,0.24,4.54
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,0,150,4cdca4e23a9da250,150,14.2,59.6,15.9,174.74,5.92,168.82
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,0,300,eaa1905d7d5b8a8f,300,17.6,43.9,18.3,101.01,2.19,98.82
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,0,600,c974e662c04708ea,600,25.9,42.2,26.7,31.4,1.35,30.04
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,0,1200,95977ace093698c0,1200,25.9,42.2,26.5,15.7,0.69,15.01
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,0,2400,32ca13301c4ea22f,2400,24.4,38.9,25.2,7.97,0.4,7.57
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,1,150,9d946cf53ffcdc98,150,14.3,80.1,16,252.96,5.93,247.03
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,1,300,5cefed4a12cc8b3c,300,14.3,33.3,15.2,73.21,3.23,69.99
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,1,600,0d8c6262321faa64,600,15.9,32.3,16.7,31.54,1.35,30.18
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,1,1200,03b4159e95a032ea,1200,15.1,31.6,15.8,15.85,0.76,15.09
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,1,2400,090450ee9c0d4e1b,2400,18,32.3,18.6,7.86,0.26,7.6
bestsellers,fr,mille_petits_riens_french_edition_jodi_picoult,-1,-1,170b3371068e839b,4000,25.8,40.4,26.3,4.67,0.15,4.52
bestsellers,fr,fourth_wing_tome_2_french_edition_rebecca_yarros,0,150,81d63fe3bdb97a53,150,17.6,82.5,16.2,249.74,-4.59,254.33
